model,charger_id,make,model_variant,price,price_src,amps,form_factor,cord_length,home_outlet,plug_types,wifi,warranty,safe_outdoors,made_in_america,details_link,spec_src,img,has_discount,discount_value,discount_code,certifications,volts_ac,kw_ac,incentives
Smart Home EV Charger,Emporia_Smart_Home_EV_Charger_,Emporia,,399,https://shop.emporiaenergy.com/collections/ev-chargers/products/smart-home-ev-charger-ul-listed,48.0,Wall mounted,24,"14-50, Hardwired",J1772,True,3,True,False,https://shop.emporiaenergy.com/collections/ev-chargers/products/smart-home-ev-charger-ul-listed,https://www.emporiaenergy.com/technical-specs#smart-plug,https://assets.zappyride.com/img/chargers/Emporia%20Smart%20Home%20EV%20Charger.png,False,0,,"cUL, Energy Star, NEC, UL",240.0,11.5,[]
Booster 2,J_Plus_Booster_2_,J+,,467,https://www.amazon.com/dp/B0B4PGMHK9/ref=cm_sw_r_apa_i_T2RS47NHBFS49CN5ZTYS_1,40.0,Portable,25,"6-20, 6-50, 14-30, 14-50",J1772,False,0,True,False,https://www.jplus.world/jplus-booster,https://www.jplus.world/jplus-booster,https://assets.zappyride.com/img/chargers/J%20Plus%20Booster%202.png,False,0,,UL,240.0,9.6,[]
Mobile Connector,Tesla_Mobile_Connector_,Tesla,,250,https://shop.tesla.com/product/mobile-connector?sku=1763817-00-A,32.0,Portable,20,14-50,"Tesla,NACS",False,4,False,False,https://shop.tesla.com/product/mobile-connector?sku=1763817-00-A,https://www.tesla.com/sites/default/files/pdfs/charging_docs/gen_2_umc/Gen2_UMC_Manual_en_US.pdf,https://assets.zappyride.com/img/chargers/Tesla%20Mobile%20Connector.png,False,0,,UL,240.0,7.6,[]
AC-5500G,Power_Pump_AC_5500G_Wall_Mounted,PowerPump,,1190,PowerPump,40.0,Wall mounted,25,14-50,J1772,True,2,True,True,https://powerpump.io/level-2/,PowerPump,https://assets.zappyride.com/img/chargers/Power%20Pump%20AC%205500G%20Wall%20Mounted.png,False,0,,"Energy Star, UL",240.0,10.0,[]
AC-5500,Power_Pump_AC_5500_Wall_Mounted,PowerPump,,995,PowerPump,40.0,Wall mounted,25,14-50,J1772,True,2,True,True,https://powerpump.io/level-2/,PowerPump,https://assets.zappyride.com/img/chargers/Power%20Pump%20AC%205500%20Wall%20Mounted.png,False,0,,"Energy Star, UL",240.0,10.0,[]
Terra AC,ABB_Terra_AC_Wallbox_W7-P8-R-C-0,ABB,W7-P8-R-C-0,713,https://chargingshop.eu/product/abb-terra-ac-7-kw-type-2-cable/#,32.0,Wall mounted,25,Hardwired,J1772,True,2,True,False,https://new.abb.com/ev-charging/terra-ac-wallbox,https://new.abb.com/docs/librariesprovider54/publikationer/9akk107680a2257_rev-d_terra_ac_wallbox_brochure.pdf?sfvrsn=c4070c17_2,https://assets.zappyride.com/img/chargers/ABB%20Terra%20AC%20Wallbox%20W7-P8-R-C-0.png,False,0,,"CE, Energy Star, UL",240.0,7.7,[]
Terra AC,ABB_Terra_AC_Wallbox_W7-P8-R-D-0,ABB,W7-P8-R-D-0,713,https://chargingshop.eu/product/abb-terra-ac-7-kw-type-2-cable/#,32.0,Wall mounted,25,Hardwired,J1772,True,2,True,False,https://new.abb.com/ev-charging/terra-ac-wallbox,https://new.abb.com/docs/librariesprovider54/publikationer/9akk107680a2257_rev-d_terra_ac_wallbox_brochure.pdf?sfvrsn=c4070c17_3,https://assets.zappyride.com/img/chargers/ABB%20Terra%20AC%20Wallbox%20W7-P8-R-D-0.png,False,0,,"CE, Energy Star, UL",240.0,7.7,[]
Terra AC,ABB_Terra_AC_Wallbox_W7-P8-R-CD-0,ABB,W7-P8-R-CD-0,613,https://chargingshop.eu/product/abb-terra-ac-7-4-kw-32-a-type-2-socket-and-wifi-grid-elec/,32.0,Wall mounted,25,Hardwired,J1772,True,2,True,False,https://new.abb.com/ev-charging/terra-ac-wallbox,https://new.abb.com/docs/librariesprovider54/publikationer/9akk107680a2257_rev-d_terra_ac_wallbox_brochure.pdf?sfvrsn=c4070c17_4,https://assets.zappyride.com/img/chargers/ABB%20Terra%20AC%20Wallbox%20W7-P8-R-CD-0.png,False,0,,"CE, Energy Star, UL",240.0,7.7,[]
Terra AC,ABB_Terra_AC_Wallbox_W7-P8-RD-MD-0,ABB,W7-P8-RD-MD-0,614,https://chargingshop.eu/product/abb-terra-ac-7-4-kw-32-a-type-2-socket-and-wifi-grid-elec/,32.0,Wall mounted,25,Hardwired,J1772,True,2,True,False,https://new.abb.com/ev-charging/terra-ac-wallbox,https://new.abb.com/docs/librariesprovider54/publikationer/9akk107680a2257_rev-d_terra_ac_wallbox_brochure.pdf?sfvrsn=c4070c17_5,https://assets.zappyride.com/img/chargers/ABB%20Terra%20AC%20Wallbox%20W7-P8-RD-MD-0.png,False,0,,"CE, Energy Star, UL",240.0,7.7,[]
Terra AC,ABB_Terra_AC_Wallbox_W7-P8-RD-MCD-0,ABB,W7-P8-RD-MD-0,790,https://chargingshop.eu/product/abb-terra-ac-7kw-type-2-socket-b21-smartmeter-dynamic-load-balancing/,32.0,Wall mounted,25,Hardwired,J1772,True,2,True,False,https://new.abb.com/ev-charging/terra-ac-wallbox,https://new.abb.com/docs/librariesprovider54/publikationer/9akk107680a2257_rev-d_terra_ac_wallbox_brochure.pdf?sfvrsn=c4070c17_6,https://assets.zappyride.com/img/chargers/ABB%20Terra%20AC%20Wallbox%20W7-P8-RD-MCD-0.png,False,0,,"CE, Energy Star, UL",240.0,7.7,[]
Level 2 EV Charger,PRIMECOM_16A_Level_2_220V,PRIMECOM,16A 30',299,https://www.primecom.tech/products/new-16-amp-level-2-portable-ev-charger?variant=31492869685299,16.0,Wall mounted,30,Hardwired,J1772,False,12,True,True,https://www.primecom.tech/products/new-16-amp-level-2-portable-ev-charger?variant=31492869685299,https://www.primecom.tech,https://assets.zappyride.com/img/chargers/PRIMECOM%2016A%20Level%202%20220V.png,False,0,,"CE, TUV, UL",240.0,3.8,[]
Level 2 EV Charger Adjustable Amps,PRIMECOM_32A_Level_2_100V,PRIMECOM,32A 30',549,https://www.primecom.tech/collections/level-2-32-amp/products/level-2-electric-vehicle-ev-charger-amperage-adjustable?variant=32624198647859,32.0,Wall mounted,30,"6-50,10-50,14-50",J1772,False,12,True,True,https://www.primecom.tech/collections/level-2-32-amp/products/level-2-electric-vehicle-ev-charger-amperage-adjustable?variant=32624198647859,https://www.primecom.tech,https://assets.zappyride.com/img/chargers/PRIMECOM%2032A%20Level%202%20100V.png,False,0,,"CE, TUV, UL",240.0,7.2,[]
Level 2 Smart EV Charger,PRIMECOM_32A_Level_2_Smart_110V,PRIMECOM,32A 25',489,https://www.primecom.tech/collections/level-2-32-amp/products/32-40-amp-level-2-smart-ev-charter-220-volt-25-30-feet-length?variant=32469483585587,32.0,Wall mounted,25,"6-50,10-50,14-50,Hardwired",J1772,False,12,True,True,https://www.primecom.tech/collections/level-2-32-amp/products/32-40-amp-level-2-smart-ev-charter-220-volt-25-30-feet-length?variant=32469483585587,https://www.primecom.tech,https://assets.zappyride.com/img/chargers/PRIMECOM%2032A%20Level%202%20Smart%20110V.png,False,0,,"CE, TUV",240.0,7.2,[]
Level 2 EV Charger,PRIMECOM_40A_Level_2_220V,PRIMECOM,40A 30',599,https://www.primecom.tech/collections/level-2-40-amp/products/40-48-amp-ev-charger-220-volt-30-40-50-feet?variant=21529867616304,40.0,Wall mounted,30,"6-50,10-50,14-50",J1772,False,12,True,True,https://www.primecom.tech/collections/level-2-40-amp/products/40-48-amp-ev-charger-220-volt-30-40-50-feet?variant=21529867616304,https://www.primecom.tech,https://assets.zappyride.com/img/chargers/PRIMECOM%2040A%20Level%202%20220V.png,False,0,,"CE, TUV",240.0,9.6,[]
Level 2 Smart EV Charger,PRIMECOM_40A_Level_2_Smart_220V,PRIMECOM,40A 25',549,https://www.primecom.tech/collections/level-2-40-amp/products/32-40-amp-level-2-smart-ev-charter-220-volt-25-30-feet-length?variant=32469483749427,40.0,Wall mounted,25,"6-50,10-50,14-50,Hardwired",J1772,False,12,True,True,https://www.primecom.tech/collections/level-2-40-amp/products/32-40-amp-level-2-smart-ev-charter-220-volt-25-30-feet-length?variant=32469483749427,https://www.primecom.tech,https://assets.zappyride.com/img/chargers/PRIMECOM%2040A%20Level%202%20Smart%20220V.png,False,0,,"CE, TUV",240.0,9.6,[]
Level 2 EV Charger Adjustable Amps,PRIMECOM_50A_Level_2_220V,PRIMECOM,50A 25',799,https://www.primecom.tech/products/50-amp-level-2-adjustable-ev-charger?variant=32682894655539,50.0,Wall mounted,25,"6-50,10-50,14-50,Hardwired",J1772,False,12,True,True,https://www.primecom.tech/products/50-amp-level-2-adjustable-ev-charger?variant=32682894655539,https://www.primecom.tech,https://assets.zappyride.com/img/chargers/PRIMECOM%2050A%20Level%202%20220V.png,False,0,,"CE, TUV, UL",240.0,12.0,[]
"Electric Vehicle Charger, 30A",Hubbell_Electric_Vehicle_Charger_30A,Hubbell Wiring Device Kellems,,799,https://store.hubbell.com/product/2623578,30.0,Wall mounted,20,Hardwired,J1772,False,0,False,True,https://store.hubbell.com/product/2623578,https://store.hubbell.com/product/2623578,https://assets.zappyride.com/img/chargers/Hubbell%20Electric%20Vehicle%20Charger%2030A.png,False,0,,"cUL, UL",240.0,7.2,[]
AxFAST 32A,Accell_AxFAST_32a,Accell,,549,https://www.amazon.com/AxFAST-Accell-3202-32Amp-Portable/dp/B07YVPLFHP,32.0,Portable,25,14-50,J1772,False,2,True,False,https://www.accellww.com/collections/ev-charger/products/axfast-3202,https://www.amazon.com/AxFAST-Accell-3202-32Amp-Portable/dp/B07YVPLFHP,https://assets.zappyride.com/img/chargers/Accell%20AxFAST%2032a.png,False,0,,"FCC, UL",240.0,7.68,[]
AxFAST 16A,Accell_AxFAST_16a,Accell,,290,https://www.amazon.com/Accell-Dual-voltage-Portable-Electric-Vehicle/dp/B07GYYMW94,16.0,Portable,25,6-20,J1772,False,1,True,False,https://www.accellww.com/collections/ev-charger/products/axfast,https://www.amazon.com/Accell-Dual-voltage-Portable-Electric-Vehicle/dp/B07GYYMW94,https://assets.zappyride.com/img/chargers/Accell%20AxFAST%2016a.png,False,0,,"FCC, UL",240.0,3.84,[]
7.2kW Portable Level 1/Level 2 AC Charger,Lightning_eMotors_7.2kW_Portable_Level_2_AC_Charger,Lightning eMotors,,550,estimate,32.0,Portable,25,"5-15,14-50",J1772,False,2,True,False,https://lightningemotors.com/ac-chargers/,https://link.assetfile.io/303McXziILMiDREdrOsV6P.pdf,https://assets.zappyride.com/img/chargers/Lightning%20eMotors%207.2kW%20Portable%20Level%202%20AC%20Charger.png,False,0,,"cUL, ETL, FCC, NEC, UL",240.0,7.2,[]
EV Flex,Loop_EVFlex_Single,Loop,,4150,estimate,32.0,Wall mounted,25,Hardwired,J1772,True,3,True,False,https://evloop.io/,https://usermanuals.evloop.io/ev-flex_spec-sheet.pdf,https://assets.zappyride.com/img/chargers/Loop%20EVFlex%20Single.png,False,0,,"Energy Star, FCC, UL",240.0,7.68,[]
Wall Charger,Rivian_Waypoints_AC_Single,Rivian,,800,https://rivian.com/gear-shop/p/wall-charger,48.0,Wall mounted,25,Hardwired,J1772,True,5,True,False,https://rivian.com/gear-shop/p/wall-charger,https://rivian.com/gear-shop/p/wall-charger,https://assets.zappyride.com/img/chargers/Rivian%20Waypoints%20AC%20Single.png,False,0,,"Energy Star, FCC, UL",240.0,11.5,[]
Pulsar Plus,Wallbox_Pulsar_Plus,Wallbox,40A,649,https://wallbox.com/en_us/pulsar-plus-40a,40.0,Wall mounted,25,"14-50, Hardwired",J1772,True,3,True,False,https://wallbox.com/en_us/pulsar-plus-40a,https://wallbox.com/en_us/pulsar-plus-40a,https://assets.zappyride.com/img/chargers/Wallbox%20Pulsar%20Plus.png,False,0,,"cUL, UL",240.0,9.6,[]
Charge Station Pro,Ford_Charge_Station_Pro_48a,Sunrun/Ford,48A,799,https://chargers.ford.com/products/ford-connected-charge-station,48.0,Wall mounted,25,Hardwired,J1772,True,3,True,False,https://chargers.ford.com/products/ford-connected-charge-station,https://chargers.ford.com/products/ford-connected-charge-station,https://assets.zappyride.com/img/chargers/Ford%20Charge%20Station%20Pro%2048a.png,False,0,,UL,240.0,11.0,[]
Charge Station Pro,Ford_Charge_Station_Pro_80a,Sunrun/Ford,80A,1310,https://chargers.ford.com/,80.0,Wall mounted,25,Hardwired,J1772,True,3,True,False,https://chargers.ford.com/products/ford-charge-station-pro,https://chargers.ford.com/products/ford-charge-station-pro,https://assets.zappyride.com/img/chargers/Ford%20Charge%20Station%20Pro%2080a.png,False,0,,UL,240.0,19.2,[]
AWLU770,Mid-Cour_AW32A_Hardwired,Mid-Cour,,2032,estimate,32.0,Wall mounted,13,Hardwired,J1772,True,0,True,False,https://mid-cour.com/our-products/,https://mid-cour.com/wp-content/uploads/2022/03/32av-ac-charger.pdf,https://assets.zappyride.com/img/chargers/Mid-Cour%20AW32A%20Hardwired.png,False,0,,"FCC, UL",240.0,7.7,[]
AW8U770,Mid-Cour_AW32A_14-50,Mid-Cour,,2032,estimate,32.0,Wall mounted,13,14-50,J1772,True,0,True,False,https://mid-cour.com/our-products/,https://mid-cour.com/wp-content/uploads/2022/03/32av-ac-charger.pdf,https://assets.zappyride.com/img/chargers/Mid-Cour%20AW32A%2014-50.png,False,0,,"FCC, UL",240.0,7.7,[]
AW9U770,Mid-Cour_AW32A_6-50,Mid-Cour,,2032,estimate,32.0,Wall mounted,13,6-50,J1772,True,0,True,False,https://mid-cour.com/our-products/,https://mid-cour.com/wp-content/uploads/2022/03/32av-ac-charger.pdf,https://assets.zappyride.com/img/chargers/Mid-Cour%20AW32A%206-50.png,False,0,,"FCC, UL",240.0,7.7,[]
Green Motion Smart Breaker Charger,Eaton_Green_Motion_Smart_Breaker_Charger_Direct_Connect_Kit,Eaton,Direct Connect Kit,813,https://www.platt.com/s/search?q=eaton%20charger,32.0,Wall mounted,25,Hardwired,J1772,True,3,False,False,https://www.eaton.com/us/en-us/catalog/electrical-circuit-protection/ev-charging-smart-breakers.html,https://www.eaton.com/us/en-us/catalog/electrical-circuit-protection/ev-charging-smart-breakers.resources.html,https://assets.zappyride.com/img/chargers/Eaton%20Green%20Motion%20Breaker%20Charger%20Direct%20Connect%20Kit.png,False,0,,"CSA, Energy Star, FCC, UL",240.0,7.7,[]
Green Motion Building,Eaton_Green_Motion_Building,Eaton,,882,https://www.platt.com/s/search?q=eaton%20charger,40.0,Wall mounted,25,Hardwired,J1772,True,3,True,False,https://www.eaton.com/us/en-us/catalog/emobility/green-motion-building-na.html,https://www.eaton.com/us/en-us/catalog/emobility/green-motion-building-na.resources.html,https://assets.zappyride.com/img/chargers/Eaton%20Green%20Motion%20Building.png,False,0,,"Energy Star, ETL, FCC",240.0,9.6,[]
32A Basic,LITEON_32A_AC_Basic,LITEON,,550,estimate,32.0,Wall mounted,25,6-50,J1772,False,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2032A%20AC%20Basic.png,False,0,,UL,240.0,7.6,[]
32A Smart,LITEON_32A_AC_Smart,LITEON,,550,estimate,32.0,Wall mounted,25,6-50,J1772,True,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2032A%20AC%20Smart.png,False,0,,UL,240.0,7.6,[]
32A Intelligent,LITEON_32A_AC_Intelligent,LITEON,,550,estimate,32.0,Wall mounted,25,Hardwired,J1772,True,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2032A%20AC%20Intelligent.png,False,0,,UL,240.0,7.6,[]
40A Basic,LITEON_40A_AC_Basic,LITEON,,1099,estimate,40.0,Wall mounted,25,6-50,J1772,False,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2040A%20AC%20Basic.png,False,0,,UL,240.0,9.6,[]
40A Smart,LITEON_40A_AC_Smart,LITEON,,1099,estimate,40.0,Wall mounted,25,6-50,J1772,True,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2040A%20AC%20Smart.png,False,0,,UL,240.0,9.6,[]
40A Intelligent,LITEON_40A_AC_Intelligent,LITEON,,1099,estimate,40.0,Wall mounted,25,Hardwired,J1772,True,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2040A%20AC%20Intelligent.png,False,0,,UL,240.0,9.6,[]
48A Basic,LITEON_48A_AC_Basic,LITEON,,1350,estimate,48.0,Wall mounted,25,6-50,J1772,False,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2048A%20AC%20Basic.png,False,0,,UL,240.0,11.5,[]
48A Smart,LITEON_48A_AC_Smart,LITEON,,1350,estimate,48.0,Wall mounted,25,6-50,J1772,True,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2048A%20AC%20Smart.png,False,0,,UL,240.0,11.5,[]
48A Intelligent,LITEON_48A_AC_Intelligent,LITEON,,1350,estimate,48.0,Wall mounted,25,Hardwired,J1772,True,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2048A%20AC%20Intelligent.png,False,0,,UL,240.0,11.5,[]
80A Basic,LITEON_80A_AC_Basic,LITEON,,5148,estimate,80.0,Wall mounted,25,6-50,J1772,False,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2080A%20AC%20Basic.png,False,0,,UL,240.0,19.2,[]
80A Smart,LITEON_80A_AC_Smart,LITEON,,5148,estimate,80.0,Wall mounted,25,6-50,J1772,True,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2080A%20AC%20Smart.png,False,0,,UL,240.0,19.2,[]
80A Intelligent,LITEON_80A_AC_Intelligent,LITEON,,5148,estimate,80.0,Wall mounted,25,Hardwired,J1772,True,0,True,True,https://www.liteon.com/en-us/product/430,https://www.liteon.com/en-us/product/430,https://assets.zappyride.com/img/chargers/LITEON%2080A%20AC%20Intelligent.png,False,0,,UL,240.0,19.2,[]
ICE-40 AC,InCharge_40A_AC_9.6kW,InCharge,,1099,estimate,40.0,Wall mounted,25,14-50,J1772,True,0,True,True,https://www.inchargeus.com/products/,https://www.inchargeus.com/products/,https://assets.zappyride.com/img/chargers/ICE%2040A%20AC%209.6kW.png,False,0,,"TUV, UL",240.0,9.6,[]
ICE-80 AC,InCharge_80A_AC_19.2kW,InCharge,,2627,estimate,80.0,Wall mounted,25,14-50,J1772,True,0,True,True,https://www.inchargeus.com/products/,https://www.inchargeus.com/products/,https://assets.zappyride.com/img/chargers/ICE%2080A%20AC%2019.2kW.png,False,0,,UL,240.0,19.2,[]
BS-PCD020,BESEN_portable_charger_3.6kW,BESEN,Portable,749,Estimate,16.0,Portable,16,6-20,J1772,False,1,True,False,https://www.besen-group.com/product-category/portable-ev-charger/#,https://www.besen-group.com/product-category/portable-ev-charger/#,https://assets.zappyride.com/img/chargers/BESEN%20portable%20charger%203.6kW.png,False,0,,"CE, CSA, TUV",220.0,3.6,[]
BS-PCD030,BESEN_portable_charger_3.6kW_LCD,BESEN,Portable,799,Estimate,16.0,Portable,16,6-20,J1772,False,1,True,False,https://www.besen-group.com/product-category/portable-ev-charger/#,https://www.besen-group.com/product-category/portable-ev-charger/#,https://assets.zappyride.com/img/chargers/BESEN%20portable%20charger%203.6kW%20LCD.png,False,0,,"CE, TUV",220.0,3.6,[]
BS-PCD040,BESEN_portable_charger_8.8kW_LCD,BESEN,Portable,999,Estimate,40.0,Portable,16,14-50,J1772,False,1,True,False,https://www.besen-group.com/product-category/portable-ev-charger/#,https://www.besen-group.com/product-category/portable-ev-charger/#,https://assets.zappyride.com/img/chargers/BESEN%20portable%20charger%208.8kW%20LCD.png,False,0,,"CE, ETL, FCC, Rohs",220.0,8.8,[]
BS-PCD050,BESEN_portable_charger_16kW_LCD_Touch,BESEN,Portable,1299,Estimate,32.0,Portable,16,Hardwired,"J1772,Mennekes",False,1,True,False,https://www.besen-group.com/product-category/portable-ev-charger/#,https://www.besen-group.com/product-category/portable-ev-charger/#,https://assets.zappyride.com/img/chargers/BESEN%20portable%20charger%2016kW%20LCD%20Touch.png,False,0,,"CE, Rohs",220.0,16.0,[]
